,edition,ruling,number_ruling,lie
2588,Texas,Pants on Fire!,5,1
2590,Florida,Mostly False,3,1
2591,Florida,Mostly True,1,0
2592,Oregon,Half-True,2,0
2593,Georgia,False,4,1
2594,Texas,False,4,1
2595,Florida,Pants on Fire!,5,1
2597,Texas,Half-True,2,0
2598,Oregon,Half-True,2,0
2599,Rhode Island,Half-True,2,0
2600,Wisconsin,False,4,1
2601,Oregon,Mostly False,3,1
2602,Wisconsin,Half-True,2,0
2603,Wisconsin,False,4,1
2604,Rhode Island,Mostly False,3,1
2605,Wisconsin,Half-True,2,0
2606,Virginia,Half-True,2,0
2607,Virginia,False,4,1
2609,Ohio,Half-True,2,0
2610,Ohio,Half-True,2,0
2611,Florida,Half-True,2,0
2614,Texas,False,4,1
2615,Virginia,Mostly False,3,1
2617,Virginia,False,4,1
2618,Texas,Half-True,2,0
2619,Georgia,Mostly True,1,0
2621,Oregon,False,4,1
2622,Texas,False,4,1
2623,Virginia,False,4,1
2624,Georgia,True,0,0
2625,Texas,Mostly False,3,1
2626,Oregon,Half-True,2,0
2627,Wisconsin,Mostly False,3,1
2628,Wisconsin,Mostly False,3,1
2630,Virginia,True,0,0
2632,Georgia,Mostly True,1,0
2633,Virginia,False,4,1
2634,Ohio,True,0,0
2635,Georgia,True,0,0
2637,Florida,Mostly True,1,0
2639,Wisconsin,Mostly True,1,0
2641,Texas,Half-True,2,0
2642,Oregon,Mostly False,3,1
2644,Florida,False,4,1
2645,Ohio,True,0,0
2646,Rhode Island,Mostly False,3,1
2647,Rhode Island,Pants on Fire!,5,1
2648,Texas,Mostly True,1,0
2649,Ohio,True,0,0
2650,Virginia,Mostly True,1,0
2651,Oregon,False,4,1
2652,Wisconsin,True,0,0
2653,Wisconsin,False,4,1
2654,Texas,Pants on Fire!,5,1
2655,Georgia,Half-True,2,0
2656,Oregon,Mostly True,1,0
2657,Ohio,Mostly True,1,0
2658,Virginia,Mostly True,1,0
2659,Florida,Mostly True,1,0
2660,Florida,Half-True,2,0
2661,Texas,False,4,1
2662,Wisconsin,Mostly False,3,1
2664,Wisconsin,Mostly False,3,1
2665,Texas,Half-True,2,0
2666,Virginia,Mostly True,1,0
2667,Oregon,False,4,1
2668,Virginia,Mostly False,3,1
2669,Ohio,Half-True,2,0
2672,Wisconsin,Half-True,2,0
2673,Florida,Mostly False,3,1
2674,Ohio,True,0,0
2675,Texas,True,0,0
2676,Virginia,Pants on Fire!,5,1
2677,Florida,True,0,0
2678,Rhode Island,Pants on Fire!,5,1
2679,Florida,True,0,0
2681,Georgia,Pants on Fire!,5,1
2682,Wisconsin,False,4,1
2683,Virginia,Mostly True,1,0
2685,Texas,Mostly True,1,0
2686,Ohio,True,0,0
2687,Texas,Half-True,2,0
2689,Wisconsin,False,4,1
2691,Ohio,False,4,1
2692,Oregon,True,0,0
2693,Georgia,False,4,1
2694,Florida,Mostly False,3,1
2696,Virginia,Half-True,2,0
2697,Rhode Island,False,4,1
2699,Wisconsin,True,0,0
2700,Wisconsin,Mostly True,1,0
2701,Rhode Island,True,0,0
2702,Florida,Half-True,2,0
2703,Texas,Mostly False,3,1
2704,Ohio,Half-True,2,0
2705,Texas,Mostly False,3,1
2706,Ohio,Mostly True,1,0
2707,Florida,Half-True,2,0
2708,Oregon,Pants on Fire!,5,1
2710,Wisconsin,Half-True,2,0
2711,Ohio,True,0,0
2712,Virginia,Half-True,2,0
2713,Ohio,True,0,0
2715,Texas,True,0,0
2716,Virginia,Half-True,2,0
2717,Oregon,Half-True,2,0
2718,Georgia,Mostly False,3,1
2719,Wisconsin,False,4,1
2720,Florida,Mostly True,1,0
2721,Wisconsin,False,4,1
2722,Ohio,Half-True,2,0
2723,Texas,Mostly False,3,1
2724,Virginia,Mostly False,3,1
2725,Rhode Island,True,0,0
2726,Texas,Half-True,2,0
2728,Georgia,False,4,1
2729,Ohio,Mostly True,1,0
2730,Wisconsin,False,4,1
2731,Florida,Mostly True,1,0
2732,Georgia,Half-True,2,0
2735,Rhode Island,Half-True,2,0
2736,Wisconsin,Half-True,2,0
2737,Oregon,Mostly True,1,0
2740,Wisconsin,True,0,0
2741,Ohio,Mostly False,3,1
2743,Virginia,True,0,0
2744,Florida,True,0,0
2745,Georgia,True,0,0
2747,Ohio,Pants on Fire!,5,1
2749,Rhode Island,Mostly True,1,0
2750,Wisconsin,Mostly False,3,1
2751,Texas,Half-True,2,0
2752,Wisconsin,Mostly False,3,1
2753,Wisconsin,Half-True,2,0
2754,Oregon,False,4,1
2757,Texas,Mostly True,1,0
2758,Florida,Half-True,2,0
2760,Georgia,False,4,1
2761,Virginia,Pants on Fire!,5,1
2762,Texas,Mostly True,1,0
2763,Rhode Island,Mostly True,1,0
2764,Ohio,False,4,1
2766,Georgia,Half-True,2,0
2768,Florida,False,4,1
2769,Ohio,Mostly True,1,0
2770,Texas,Mostly False,3,1
2771,Texas,Pants on Fire!,5,1
2772,Wisconsin,Half-True,2,0
2773,Virginia,Mostly True,1,0
2775,Florida,Half-True,2,0
2776,Florida,True,0,0
2778,Ohio,Half-True,2,0
2779,Texas,Mostly False,3,1
2780,Oregon,Mostly False,3,1
2781,Florida,True,0,0
2783,Wisconsin,Half-True,2,0
2784,Ohio,True,0,0
2785,Oregon,True,0,0
2786,Florida,Pants on Fire!,5,1
2787,Texas,Half-True,2,0
2788,Virginia,True,0,0
2789,Ohio,True,0,0
2790,Texas,Half-True,2,0
2791,Florida,Mostly True,1,0
2792,Georgia,Pants on Fire!,5,1
2793,Rhode Island,False,4,1
2794,Wisconsin,Mostly False,3,1
2796,Wisconsin,Mostly False,3,1
2797,Georgia,Mostly True,1,0
2798,Texas,Mostly False,3,1
2799,Wisconsin,False,4,1
2800,Rhode Island,Mostly True,1,0
2802,Virginia,Mostly True,1,0
2803,Ohio,Half-True,2,0
2804,Florida,True,0,0
2807,Wisconsin,Pants on Fire!,5,1
2808,Georgia,True,0,0
2809,Ohio,Mostly False,3,1
2810,Oregon,False,4,1
2812,Georgia,False,4,1
2814,Texas,False,4,1
2815,Florida,False,4,1
2817,Virginia,False,4,1
2818,Ohio,False,4,1
2819,Oregon,Mostly True,1,0
2820,Texas,True,0,0
2822,Florida,Mostly True,1,0
2823,Wisconsin,Pants on Fire!,5,1
2824,Florida,Mostly True,1,0
2825,Virginia,False,4,1
2826,Georgia,True,0,0
2827,Texas,Half-True,2,0
2828,Wisconsin,Half-True,2,0
2829,Virginia,False,4,1
2830,Texas,True,0,0
2831,Texas,Half-True,2,0
2832,Texas,Mostly True,1,0
2833,Florida,Half-True,2,0
2834,Oregon,False,4,1
2835,Oregon,True,0,0
2836,Virginia,Pants on Fire!,5,1
2837,Wisconsin,True,0,0
2838,Wisconsin,True,0,0
2839,Oregon,Mostly False,3,1
2841,Wisconsin,Pants on Fire!,5,1
2842,Wisconsin,False,4,1
2843,Florida,True,0,0
2844,Texas,Mostly True,1,0
2845,Texas,Mostly False,3,1
2846,Rhode Island,Pants on Fire!,5,1
2847,Texas,False,4,1
2849,Florida,True,0,0
2850,Virginia,False,4,1
2851,Virginia,Mostly True,1,0
2852,Georgia,Mostly False,3,1
2853,Rhode Island,Mostly True,1,0
2854,Texas,False,4,1
2855,Texas,False,4,1
2856,Texas,Mostly False,3,1
2857,Wisconsin,False,4,1
2859,Oregon,Half-True,2,0
2860,Virginia,True,0,0
2861,Ohio,True,0,0
2862,Georgia,Mostly True,1,0
2864,Florida,Mostly True,1,0
2865,Wisconsin,True,0,0
2866,Ohio,Half-True,2,0
2867,Rhode Island,Mostly True,1,0
2868,Wisconsin,Mostly True,1,0
2870,Texas,Mostly True,1,0
2872,Georgia,True,0,0
2873,Texas,True,0,0
2874,Ohio,False,4,1
2875,Texas,Pants on Fire!,5,1
2876,Ohio,True,0,0
2877,Wisconsin,False,4,1
2878,Virginia,Half-True,2,0
2880,Wisconsin,Mostly True,1,0
2881,Georgia,Pants on Fire!,5,1
2882,Ohio,True,0,0
2884,Virginia,True,0,0
2885,Texas,Half-True,2,0
2886,Texas,True,0,0
2887,Wisconsin,False,4,1
2888,Virginia,Half-True,2,0
2889,Wisconsin,False,4,1
2890,Oregon,False,4,1
2891,Ohio,True,0,0
2892,Florida,True,0,0
2893,Georgia,True,0,0
2895,Florida,False,4,1
2897,Wisconsin,Mostly True,1,0
2898,Ohio,Half-True,2,0
2899,Texas,Mostly True,1,0
2900,Texas,False,4,1
2903,Wisconsin,Mostly False,3,1
2904,Wisconsin,Mostly False,3,1
2905,Florida,True,0,0
2907,Florida,Mostly True,1,0
2908,Oregon,Mostly False,3,1
2909,Georgia,False,4,1
2910,Wisconsin,False,4,1
2911,Georgia,True,0,0
2912,Rhode Island,Half-True,2,0
2913,Texas,False,4,1
2914,Oregon,Mostly True,1,0
2915,Virginia,Half-True,2,0
2916,Virginia,Half-True,2,0
2917,Ohio,False,4,1
2918,Florida,True,0,0
2919,Ohio,Mostly True,1,0
2920,Wisconsin,False,4,1
2921,Texas,False,4,1
2922,Texas,True,0,0
2924,Georgia,Mostly False,3,1
2925,Rhode Island,Pants on Fire!,5,1
2930,Ohio,Mostly True,1,0
2931,Wisconsin,Mostly False,3,1
2932,Texas,False,4,1
2933,Florida,False,4,1
2934,Texas,Mostly True,1,0
2936,Florida,False,4,1
2937,Georgia,Mostly True,1,0
2938,Virginia,Pants on Fire!,5,1
2939,Wisconsin,Pants on Fire!,5,1
2940,Ohio,False,4,1
2942,Texas,False,4,1
2943,Florida,Mostly True,1,0
2944,Rhode Island,True,0,0
2945,Texas,True,0,0
2946,Oregon,Pants on Fire!,5,1
2947,Oregon,Mostly True,1,0
2948,Wisconsin,Mostly True,1,0
2949,Virginia,Mostly False,3,1
2950,Virginia,True,0,0
2951,Ohio,Mostly False,3,1
2953,Georgia,False,4,1
2954,Florida,True,0,0
2955,Texas,True,0,0
2957,Wisconsin,Mostly False,3,1
2958,Ohio,Pants on Fire!,5,1
2959,Texas,Half-True,2,0
2968,Texas,Half-True,2,0
2972,Wisconsin,False,4,1
2973,Florida,Mostly True,1,0
2974,Florida,Half-True,2,0
2975,Ohio,False,4,1
2976,Wisconsin,Half-True,2,0
2979,Georgia,Mostly False,3,1
2980,Florida,Half-True,2,0
2981,Wisconsin,False,4,1
2983,Rhode Island,Half-True,2,0
2984,Texas,Mostly True,1,0
2985,Virginia,True,0,0
2986,Oregon,Mostly True,1,0
2987,Oregon,Mostly False,3,1
2988,Wisconsin,Mostly False,3,1
2989,Georgia,Mostly False,3,1
2990,Georgia,Half-True,2,0
2994,Texas,True,0,0
2995,Ohio,True,0,0
2996,Wisconsin,Pants on Fire!,5,1
2997,Virginia,True,0,0
2998,Oregon,True,0,0
2999,Florida,Mostly True,1,0
3000,Ohio,Mostly False,3,1
3001,Florida,False,4,1
3002,Wisconsin,False,4,1
3003,Georgia,True,0,0
3004,Texas,Mostly True,1,0
3005,Oregon,Mostly True,1,0
3006,Virginia,Mostly False,3,1
3007,Florida,False,4,1
3010,Texas,Half-True,2,0
3012,Oregon,True,0,0
3014,Georgia,Mostly True,1,0
3015,Rhode Island,Pants on Fire!,5,1
3016,Florida,Mostly True,1,0
3017,Ohio,Mostly True,1,0
3018,Ohio,Pants on Fire!,5,1
3019,Wisconsin,Half-True,2,0
3020,Wisconsin,Pants on Fire!,5,1
3021,Wisconsin,False,4,1
3022,Virginia,Mostly False,3,1
3023,Texas,Mostly True,1,0
3024,Texas,Half-True,2,0
3025,Texas,Pants on Fire!,5,1
3029,Georgia,True,0,0
3030,Virginia,Pants on Fire!,5,1
3032,Texas,Half-True,2,0
3033,Ohio,Mostly False,3,1
3035,Virginia,Mostly True,1,0
3037,Florida,Half-True,2,0
3040,Wisconsin,True,0,0
3041,Wisconsin,False,4,1
3042,Florida,False,4,1
3043,Florida,False,4,1
3047,Georgia,True,0,0
3048,Ohio,False,4,1
3049,Texas,False,4,1
3050,Texas,Mostly False,3,1
3051,Rhode Island,False,4,1
3052,Wisconsin,False,4,1
3053,Florida,Mostly False,3,1
3055,Texas,Mostly True,1,0
3056,Texas,True,0,0
3057,Georgia,True,0,0
3058,Wisconsin,True,0,0
3059,Ohio,True,0,0
3060,Oregon,Mostly True,1,0
3062,Wisconsin,Pants on Fire!,5,1
3063,Wisconsin,Mostly False,3,1
3064,Wisconsin,True,0,0
3065,Oregon,False,4,1
3067,Virginia,Mostly False,3,1
3069,Florida,Mostly False,3,1
3070,Texas,Half-True,2,0
3071,Texas,Pants on Fire!,5,1
3072,Rhode Island,False,4,1
3073,Virginia,Mostly False,3,1
3074,Oregon,Mostly False,3,1
3078,Georgia,Half-True,2,0
3079,Ohio,True,0,0
3080,Ohio,Half-True,2,0
3083,Georgia,False,4,1
3084,Florida,Half-True,2,0
3085,Wisconsin,False,4,1
3088,Virginia,True,0,0
3089,Florida,Half-True,2,0
3091,Wisconsin,Pants on Fire!,5,1
3093,Florida,Mostly True,1,0
3094,Texas,Half-True,2,0
3095,Ohio,Mostly True,1,0
3096,Virginia,True,0,0
3097,Oregon,Mostly False,3,1
3099,Ohio,True,0,0
3100,Wisconsin,Half-True,2,0
3102,Wisconsin,False,4,1
3103,Wisconsin,False,4,1
3104,Texas,True,0,0
3105,Georgia,Half-True,2,0
3106,Florida,Half-True,2,0
3107,Rhode Island,Pants on Fire!,5,1
3109,Texas,Half-True,2,0
3111,Texas,Mostly True,1,0
3112,Wisconsin,Mostly False,3,1
3113,Rhode Island,Half-True,2,0
3114,Oregon,Half-True,2,0
3115,Texas,Pants on Fire!,5,1
3116,Georgia,Half-True,2,0
3117,Wisconsin,False,4,1
3118,Virginia,Mostly False,3,1
3119,Wisconsin,Pants on Fire!,5,1
3120,Wisconsin,Pants on Fire!,5,1
3121,Ohio,Mostly True,1,0
3122,Florida,False,4,1
3123,Texas,Half-True,2,0
3124,Wisconsin,Mostly True,1,0
3125,Virginia,True,0,0
3127,Georgia,Mostly True,1,0
3129,Ohio,Half-True,2,0
3130,Georgia,Half-True,2,0
3131,Florida,Mostly True,1,0
3132,Wisconsin,Mostly False,3,1
3134,Wisconsin,Pants on Fire!,5,1
3135,Wisconsin,False,4,1
3136,Florida,Mostly True,1,0
3139,Wisconsin,False,4,1
3140,Virginia,Mostly True,1,0
3141,Texas,True,0,0
3143,Wisconsin,True,0,0
3144,Wisconsin,False,4,1
3145,Ohio,Mostly True,1,0
3146,Florida,True,0,0
3147,Texas,True,0,0
3148,Virginia,Half-True,2,0
3151,Georgia,Half-True,2,0
3152,Texas,Half-True,2,0
3153,Florida,True,0,0
3154,Ohio,Mostly False,3,1
3155,Rhode Island,Mostly True,1,0
3156,Wisconsin,False,4,1
3157,Texas,False,4,1
3158,Texas,Pants on Fire!,5,1
3159,Virginia,False,4,1
3160,Texas,Mostly False,3,1
3161,Virginia,Mostly True,1,0
3162,Georgia,Mostly True,1,0
3163,Florida,Half-True,2,0
3165,Rhode Island,True,0,0
3166,Wisconsin,False,4,1
3167,Oregon,Mostly True,1,0
3168,Wisconsin,Mostly True,1,0
3169,Wisconsin,False,4,1
3170,Virginia,True,0,0
3171,Ohio,Half-True,2,0
3173,Virginia,Mostly False,3,1
3174,Florida,Mostly False,3,1
3175,Ohio,Pants on Fire!,5,1
3176,Texas,Half-True,2,0
3178,Georgia,Mostly True,1,0
3181,Ohio,Pants on Fire!,5,1
3182,Florida,Mostly True,1,0
3186,Florida,False,4,1
3187,Rhode Island,Mostly False,3,1
3188,Wisconsin,False,4,1
3189,Ohio,True,0,0
3190,Wisconsin,False,4,1
3191,Virginia,Half-True,2,0
3192,Georgia,True,0,0
3193,Wisconsin,Mostly False,3,1
3195,Wisconsin,False,4,1
3196,Texas,Half-True,2,0
3197,Ohio,True,0,0
3198,Wisconsin,True,0,0
3199,Wisconsin,Pants on Fire!,5,1
3200,Oregon,Half-True,2,0
3201,Florida,True,0,0
3202,Florida,Half-True,2,0
3203,Texas,True,0,0
3204,Texas,True,0,0
3206,Texas,False,4,1
3207,Texas,Mostly True,1,0
3208,Virginia,False,4,1
3209,Rhode Island,Half-True,2,0
3210,Virginia,True,0,0
3211,Rhode Island,Pants on Fire!,5,1
3212,Georgia,Half-True,2,0
3213,Oregon,Half-True,2,0
3214,Virginia,Half-True,2,0
3215,Texas,False,4,1
3217,Ohio,Mostly False,3,1
3218,Florida,Pants on Fire!,5,1
3220,Wisconsin,Mostly True,1,0
3221,Wisconsin,False,4,1
3223,Wisconsin,Pants on Fire!,5,1
3224,Georgia,True,0,0
3225,Florida,Mostly True,1,0
3226,Ohio,True,0,0
3227,Wisconsin,False,4,1
3228,Florida,True,0,0
3229,Florida,Mostly True,1,0
3230,Florida,Half-True,2,0
3231,Florida,Mostly False,3,1
3232,Florida,Mostly False,3,1
3233,Florida,Half-True,2,0
3234,Virginia,Mostly True,1,0
3235,Ohio,Half-True,2,0
3237,Rhode Island,Pants on Fire!,5,1
3238,Texas,Mostly True,1,0
3239,Texas,Mostly False,3,1
3240,Florida,True,0,0
3243,Virginia,False,4,1
3244,Florida,False,4,1
3245,Wisconsin,True,0,0
3246,Texas,True,0,0
3247,Ohio,True,0,0
3248,Florida,False,4,1
3249,Texas,False,4,1
3250,Georgia,False,4,1
3251,Rhode Island,Mostly True,1,0
3252,Georgia,Mostly True,1,0
3253,Texas,Mostly True,1,0
3255,Florida,Half-True,2,0
3256,Oregon,Mostly True,1,0
3257,Wisconsin,Half-True,2,0
3259,Florida,Mostly True,1,0
3262,Ohio,Mostly True,1,0
3264,Georgia,True,0,0
3265,Wisconsin,Mostly False,3,1
3266,Texas,False,4,1
3268,Ohio,True,0,0
3269,Georgia,False,4,1
3270,Ohio,Mostly True,1,0
3273,Texas,Mostly False,3,1
3274,Virginia,Half-True,2,0
3275,Texas,False,4,1
3276,Florida,False,4,1
3277,Wisconsin,Mostly False,3,1
3278,Texas,Mostly True,1,0
3279,Texas,True,0,0
3280,Florida,False,4,1
3281,Georgia,False,4,1
3282,Florida,True,0,0
3283,Wisconsin,Mostly True,1,0
3284,Texas,Mostly False,3,1
3285,Ohio,Mostly True,1,0
3286,Virginia,Mostly True,1,0
3287,Virginia,Half-True,2,0
3289,Wisconsin,Mostly False,3,1
3290,Rhode Island,Mostly False,3,1
3291,Rhode Island,False,4,1
3292,Oregon,Mostly True,1,0
3293,Oregon,True,0,0
3295,Ohio,Half-True,2,0
3296,Florida,Mostly True,1,0
3297,Georgia,Half-True,2,0
3298,Wisconsin,Mostly True,1,0
3300,Florida,Mostly False,3,1
3302,Virginia,Mostly False,3,1
3303,Georgia,Half-True,2,0
3304,Ohio,Half-True,2,0
3306,Florida,True,0,0
3307,Florida,Half-True,2,0
3309,Ohio,Half-True,2,0
3310,Wisconsin,Mostly False,3,1
3311,Georgia,Mostly True,1,0
3314,Texas,True,0,0
3316,Rhode Island,Half-True,2,0
3317,Ohio,Mostly True,1,0
3318,Texas,True,0,0
3319,Florida,Pants on Fire!,5,1
3321,Ohio,True,0,0
3322,Georgia,True,0,0
3323,Wisconsin,Mostly False,3,1
3324,Oregon,Mostly True,1,0
3325,Ohio,True,0,0
3326,Rhode Island,Pants on Fire!,5,1
3327,Virginia,False,4,1
3328,Wisconsin,Mostly True,1,0
3329,Oregon,False,4,1
3330,Florida,False,4,1
3332,Georgia,Mostly True,1,0
3333,Wisconsin,Mostly False,3,1
3334,Georgia,Mostly False,3,1
3337,Virginia,Half-True,2,0
3338,Wisconsin,Mostly True,1,0
3339,Florida,Mostly True,1,0
3340,Florida,False,4,1
3342,Rhode Island,Mostly False,3,1
3343,Ohio,Pants on Fire!,5,1
3344,Wisconsin,Half-True,2,0
3347,Texas,Half-True,2,0
3349,Georgia,True,0,0
3350,Florida,False,4,1
3351,Virginia,Mostly False,3,1
3352,Wisconsin,Pants on Fire!,5,1
3353,Wisconsin,Pants on Fire!,5,1
3354,Wisconsin,Mostly True,1,0
3356,Florida,Mostly True,1,0
3357,Virginia,Half-True,2,0
3358,Virginia,Mostly True,1,0
3360,Georgia,Mostly True,1,0
3361,Texas,True,0,0
3363,Ohio,Half-True,2,0
3364,Texas,Mostly True,1,0
3365,Wisconsin,Pants on Fire!,5,1
3366,Wisconsin,False,4,1
3367,Rhode Island,Half-True,2,0
3368,Oregon,True,0,0
3369,Texas,Mostly False,3,1
3370,Florida,Mostly True,1,0
3372,Georgia,True,0,0
3373,Ohio,True,0,0
3374,Florida,Mostly True,1,0
3378,Wisconsin,False,4,1
3379,Rhode Island,True,0,0
3384,Virginia,True,0,0
3385,Ohio,Half-True,2,0
3386,Texas,Mostly False,3,1
3387,Texas,Half-True,2,0
3388,Georgia,Pants on Fire!,5,1
3389,Rhode Island,Mostly True,1,0
3394,Ohio,True,0,0
3395,Ohio,Pants on Fire!,5,1
3396,Florida,True,0,0
3397,Texas,False,4,1
3398,Virginia,Mostly True,1,0
3399,Georgia,Mostly True,1,0
3401,Wisconsin,Half-True,2,0
3402,Oregon,Mostly False,3,1
3403,Virginia,Mostly False,3,1
3404,Wisconsin,Pants on Fire!,5,1
3405,Wisconsin,False,4,1
3406,Rhode Island,True,0,0
3407,Ohio,Mostly True,1,0
3408,Florida,Pants on Fire!,5,1
3409,Florida,False,4,1
3411,Georgia,True,0,0
3412,Ohio,False,4,1
3414,Oregon,False,4,1
3415,Florida,Mostly True,1,0
3416,Virginia,Mostly False,3,1
3417,Georgia,False,4,1
3419,Florida,False,4,1
3420,Florida,False,4,1
3424,Texas,Mostly False,3,1
3427,Ohio,Half-True,2,0
3428,Virginia,Pants on Fire!,5,1
3430,Georgia,Half-True,2,0
3433,Rhode Island,Mostly True,1,0
3434,Florida,Mostly True,1,0
3435,Virginia,True,0,0
3436,Florida,False,4,1
3437,Georgia,True,0,0
3438,Rhode Island,Mostly False,3,1
3439,Virginia,Half-True,2,0
3440,Texas,Mostly False,3,1
3441,Wisconsin,Mostly True,1,0
3442,Wisconsin,Mostly False,3,1
3443,Oregon,Half-True,2,0
3444,Oregon,False,4,1
3445,Ohio,Half-True,2,0
3446,Texas,True,0,0
3449,Texas,False,4,1
3451,Georgia,False,4,1
3453,Ohio,Half-True,2,0
3454,Virginia,True,0,0
3455,Florida,True,0,0
3457,Georgia,True,0,0
3458,Ohio,Half-True,2,0
3460,Texas,False,4,1
3461,Florida,Half-True,2,0
3463,Oregon,True,0,0
3464,Wisconsin,Mostly False,3,1
3465,Ohio,False,4,1
3466,Texas,Mostly True,1,0
3467,Wisconsin,Pants on Fire!,5,1
3468,Florida,False,4,1
3469,Virginia,Mostly False,3,1
3470,Florida,True,0,0
3471,Wisconsin,False,4,1
3472,Georgia,Mostly False,3,1
3474,Virginia,True,0,0
3475,Florida,False,4,1
3476,Georgia,Half-True,2,0
3477,Florida,False,4,1
3480,Rhode Island,Half-True,2,0
3481,Virginia,True,0,0
3482,Wisconsin,False,4,1
3483,Wisconsin,Mostly True,1,0
3484,Oregon,Half-True,2,0
3485,Texas,Mostly True,1,0
3486,Ohio,True,0,0
3487,Ohio,True,0,0
3488,Virginia,True,0,0
3489,Florida,False,4,1
3490,Florida,False,4,1
3491,Georgia,False,4,1
3492,Ohio,Mostly False,3,1
3495,Ohio,Mostly True,1,0
3497,Texas,Pants on Fire!,5,1
3498,Florida,True,0,0
3499,Virginia,Pants on Fire!,5,1
3501,Georgia,Mostly True,1,0
3502,Wisconsin,Mostly False,3,1
3503,Texas,Mostly True,1,0
3504,Ohio,True,0,0
3505,Oregon,False,4,1
3506,Florida,Half-True,2,0
3508,Texas,True,0,0
3511,Rhode Island,Mostly False,3,1
3512,Georgia,False,4,1
3513,Virginia,Half-True,2,0
3514,Wisconsin,Mostly False,3,1
3515,Texas,Pants on Fire!,5,1
3516,Ohio,Pants on Fire!,5,1
3517,Florida,Mostly True,1,0
3518,Florida,Mostly True,1,0
3520,Ohio,False,4,1
3521,Georgia,Mostly True,1,0
3522,Florida,Mostly True,1,0
3523,Virginia,True,0,0
3524,Georgia,False,4,1
3525,Ohio,False,4,1
3527,Wisconsin,False,4,1
3528,Texas,False,4,1
3529,Florida,Pants on Fire!,5,1
3530,Texas,False,4,1
3531,Rhode Island,Mostly True,1,0
3532,Virginia,True,0,0
3535,Florida,Mostly False,3,1
3537,Ohio,Mostly True,1,0
3539,Georgia,Half-True,2,0
3540,Rhode Island,False,4,1
3541,Oregon,Mostly True,1,0
3542,Florida,Mostly False,3,1
3543,Wisconsin,Mostly True,1,0
3544,Texas,Mostly False,3,1
3545,Virginia,True,0,0
3546,Florida,Pants on Fire!,5,1
3548,Texas,Pants on Fire!,5,1
3549,Rhode Island,False,4,1
3550,Georgia,True,0,0
3551,Texas,Half-True,2,0
3553,Texas,True,0,0
3554,Wisconsin,Mostly False,3,1
3555,Wisconsin,True,0,0
3556,Texas,Half-True,2,0
3557,Oregon,False,4,1
3558,Florida,True,0,0
3559,Virginia,True,0,0
3560,Texas,Mostly True,1,0
3561,Texas,Mostly True,1,0
3562,Wisconsin,False,4,1
3563,Ohio,Mostly False,3,1
3565,Texas,Mostly True,1,0
3566,Wisconsin,Mostly True,1,0
3568,Ohio,True,0,0
3569,Rhode Island,Pants on Fire!,5,1
3571,Georgia,Half-True,2,0
3572,Virginia,True,0,0
3575,Wisconsin,False,4,1
3576,Ohio,True,0,0
3579,Virginia,Half-True,2,0
3581,Ohio,True,0,0
3582,Florida,Mostly True,1,0
3583,Texas,Mostly True,1,0
3584,Florida,Half-True,2,0
3585,Oregon,Mostly False,3,1
3586,Virginia,False,4,1
3588,Rhode Island,Mostly False,3,1
3589,Wisconsin,Mostly False,3,1
3591,Texas,Mostly True,1,0
3592,Oregon,Mostly False,3,1
3593,Ohio,Mostly True,1,0
3594,Virginia,True,0,0
3595,Georgia,Pants on Fire!,5,1
3598,Ohio,Mostly True,1,0
3599,Florida,True,0,0
3603,Wisconsin,True,0,0
3604,Ohio,Mostly False,3,1
3605,Rhode Island,Half-True,2,0
3606,Virginia,Pants on Fire!,5,1
3607,Wisconsin,False,4,1
3609,Texas,Mostly True,1,0
3611,Texas,True,0,0
3612,Georgia,False,4,1
3613,Wisconsin,Mostly True,1,0
3614,Virginia,True,0,0
3615,Texas,Half-True,2,0
3618,Florida,Half-True,2,0
3619,Rhode Island,True,0,0
3621,Texas,False,4,1
3622,Wisconsin,Mostly False,3,1
3623,Florida,Half-True,2,0
3624,Texas,Mostly True,1,0
3625,Virginia,True,0,0
3626,Virginia,Mostly False,3,1
3627,Ohio,Mostly True,1,0
3631,Florida,Mostly False,3,1
3632,Texas,Half-True,2,0
3633,Georgia,Mostly True,1,0
3634,Rhode Island,False,4,1
3636,Ohio,True,0,0
3638,Florida,Pants on Fire!,5,1
3639,Georgia,False,4,1
3640,Virginia,True,0,0
3641,Texas,Mostly True,1,0
3642,Texas,Mostly True,1,0
3643,Florida,True,0,0
3648,Ohio,Mostly False,3,1
3649,Texas,Half-True,2,0
3650,Wisconsin,False,4,1
3651,Texas,Mostly False,3,1
3652,Texas,Half-True,2,0
3653,Wisconsin,True,0,0
3655,Georgia,Mostly True,1,0
3656,Ohio,True,0,0
3657,Florida,Mostly True,1,0
3659,Rhode Island,Pants on Fire!,5,1
3660,Virginia,True,0,0
3661,Georgia,Half-True,2,0
3663,Rhode Island,False,4,1
3665,Florida,Mostly True,1,0
3666,Texas,Pants on Fire!,5,1
3667,Wisconsin,Half-True,2,0
3668,Virginia,False,4,1
3669,Ohio,Mostly True,1,0
3670,Wisconsin,Mostly False,3,1
3671,Georgia,Mostly True,1,0
3672,Ohio,Mostly False,3,1
3674,Virginia,Pants on Fire!,5,1
3675,Texas,Mostly True,1,0
3676,Oregon,False,4,1
3678,Ohio,Pants on Fire!,5,1
3681,Virginia,Mostly False,3,1
3682,Florida,True,0,0
3683,Texas,Mostly True,1,0
3684,Texas,Half-True,2,0
